code;name;id;registry_title;registry_title;email;phone;id2;url;pi_title;city;registry_sub_title;registry_name;id2;adress;zip_code;id3;country_code;continent;country_u;country
OCAUSZH20;Australian Childhood;V;1483;Australian Childhood Cancer Registry;JoanneAitken@cancerqld.org.au;+61 7 3634 5100;NULL;https://cancerqld.org.au/research/cancer-registries/australian-childhood-cancer-registry;IACR membership 09/2018;Spring Hill;NULL;Cancer Council Queensland;NULL;201;NULL;NULL;4004;Oceania;AUSTRALIA;Australia
OCFIJ10;Fiji;V;871;Fiji Cancer Registry;alisi.naiqero@health.gov.fj;(679) 330 6177;(679) 330 6163;NULL;sgovind@health.gov.fj - INVALID EMAIL / Dr Filipina Amosa-Lei Sam, Pathology Dept, Suva, Fiji;Suva;Ministry of Health;NULL;NULL;Box 2223;Government Buildings;NULL;NULL;Oceania;FIJI;Fiji
OCFRNNEC;New Caledonia;V;872;Cancer Registry of New Caledonia;registre.cancer@gouv.nc;(687) 24 37 15;(687) 24 37 02;;The registry was part of the Institut Pasteur but has moved to the Direction des affaires sanitaires et sociales (DASS) - 10/05/11;Nouméa;Service de santé publique;Direction des affaires sanitaires et sociales de la Nouvelle-Calédonie;;BP M2;7 avenue Paul Doumer;;98849;Oceania;FRANCE_NEW_CALEDONIA;New Caledonia
OCFRPPOL;French Polynesia;V;873;French Polynesia Cancer Registry;NULL;(689) 40 47 33 96;;;Laure YEN KAI SUN retired Feb 2019;Papeete; ;Direction de la santé Polynésie française;;P.O. Box 611;;;98713;Oceania;FRANCE_FRENCH_POLYNESIA;French Polynesia
OCGUA10;Guam;V;874;Guam Cancer Registry;NULL;(1) 671 735 7399 / 7171;(1) 671 734 5910;http://www.guamcrc.org/gcr/;rlhaddock@dphss.govguam.net: invalid email - removed;Hagåtña;Department of Public Health & Social Services;Office of Epidemiology and Research;NULL;P.O. Box 2816;NULL;NULL;96932;America North;USA;USA
OCNEZ10;New Zealand;V;875;New Zealand Cancer Registry;data-enquiries@health.govt.nz;(64) 4 816 2852;(64) 4 816 2897;https://www.health.govt.nz/nz-health-statistics/national-collections-and-surveys/collections/new-zealand-cancer-registry-nzcr;NULL;Wellington;Data and Digital Directorate;Ministry of Health;;P.O. Box 5013;133 Molesworth Street;Thorndon;6145;Oceania;NEW_ZEALAND;New Zealand
OCNEZ20;New Zealand_P;V;876;New Zealand Children's Cancer Registry;NZCCR@adhb.govt.nz;21 513 949;+64(0)33641240;childcancernetwork.org.nz;NULL;Auckland;;National Child Cancer Network;Starship Blood and Cancer Centre;Private Bag 92024;Level 5, ACS House 3 Ferncroft St;Grafton;1142;Oceania;NEW_ZEALAND;New Zealand
OCTON10;Tonga;V;880;Tonga Cancer Registry;sioapekupu@gmail.com;(676) 28233 / 27941;(676) 24291;NULL;sunia@dgl.to: Invalid email - removed;Nuku‘alofa;Research Unit;Ministry of Health;NULL;P.O. Box 59;NULL;NULL;NULL;Oceania;TONGA;Tonga
OCUSAHAW;Hawaii;V;881;Hawaii Tumour Registry;jdavis@cc.hawaii.edu;(1) 808 586 9750;(1) 808 587 0024;http://www.uhcancercenter.org/research/shared-resources/hawaii-tumor-registry;Michael Green is no longer with the Hawaii Tumor Registry: 2020 Jan;Honolulu;Hawai'I Tumor Registry;University of Hawaii Cancer Center;Department of Epidemiology;NULL;701 Ilalo St, 4th Floor;NULL;96813-5525;America North;USA;USA
OCUSAHWP;PRCCR;V;970;Pacific Regional Central Cancer Registry (PRCCR);pcregistry@gmail.com;808-692-0854;;http://www.pacificcancer.org/programs/pacific-regional-central-cancer-registry.html;NULL;Honolulu;Department of Family Medicine & Community Health;John A. Burns School of Medicine,;University of Hawaii;;677 Ala Moana Blvd;Suite 815;96813;America North;USA;USA
OCVAN10;Vanuatu;V;882;Vanuatu Cancer Registry;tagay@vanuatu.com.vu;(678) 22512;NULL;NULL;NULL;Port-Vila;NULL;Ministry of Health;NULL;NULL;Private Mail Bag;NULL;NULL;Oceania;VANUATU;Vanuatu
